dexnum,name,zh_name,alola,galar,hisui,paldea,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group,Unnamed: 34,form_key,form_zh_name,gender_diff,appearance_diff,battle_form,notes
755,Morelull,睡睡菇,,,,,7.0,Grass,Fairy,Illuminating Pokémon,0.2,1.5,Illuminate,Effect Spore,Rain Dish,40.0,35.0,55.0,65.0,75.0,15.0,285.0,1 Sp. Def,190,50,57,Medium Fast,Grass,,50,50.0,20,Ordinary,,,,,,,
756,Shiinotic,燈罩夜菇,,,,,7.0,Grass,Fairy,Illuminating Pokémon,1,11.5,Illuminate,Effect Spore,Rain Dish,60.0,45.0,80.0,90.0,100.0,30.0,405.0,2 Sp. Def,75,50,142,Medium Fast,Grass,,50,50.0,20,Ordinary,,,,,,,
757,Salandit,夜盜火蜥,,,,,7.0,Poison,Fire,Toxic Lizard Pokémon,0.6,4.8,Corrosion,Oblivious,,48.0,44.0,40.0,71.0,40.0,77.0,320.0,1 Speed,120,50,64,Medium Fast,Dragon,Monster,87.5,12.5,20,Ordinary,,,,,,,
758,Salazzle,焰后蜥,,,,,7.0,Poison,Fire,Toxic Lizard Pokémon,1.2,22.2,Corrosion,Oblivious,,68.0,64.0,60.0,111.0,60.0,117.0,480.0,2 Speed,45,50,168,Medium Fast,Dragon,Monster,0,100.0,20,Ordinary,,,,,,,
759,Stufful,童偶熊,,,,,7.0,Normal,Fighting,Flailing Pokémon,0.5,6.8,Fluffy,Klutz,Cute Charm,70.0,75.0,50.0,45.0,50.0,50.0,340.0,1 Attack,140,50,68,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
760,Bewear,穿著熊,,,,,7.0,Normal,Fighting,Strong Arm Pokémon,2.1,135.0,Fluffy,Klutz,Unnerve,120.0,125.0,80.0,55.0,60.0,60.0,500.0,2 Attack,70,50,175,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
761,Bounsweet,甜竹竹,,,,,7.0,Grass,,Fruit Pokémon,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil,42.0,30.0,38.0,30.0,38.0,32.0,210.0,1 HP,235,50,42,Medium Slow,Grass,,0,100.0,20,Ordinary,,,,,,,
762,Steenee,甜舞妮,,,,,7.0,Grass,,Fruit Pokémon,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil,52.0,40.0,48.0,40.0,48.0,62.0,290.0,2 Speed,120,50,102,Medium Slow,Grass,,0,100.0,20,Ordinary,,,,,,,
763,Tsareena,甜冷美后,,,,,7.0,Grass,,Fruit Pokémon,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil,72.0,120.0,98.0,50.0,98.0,72.0,510.0,3 Attack,45,50,255,Medium Slow,Grass,,0,100.0,20,Ordinary,,,,,,,
764,Comfey,花療環環,,,,,7.0,Fairy,,Posy Picker Pokémon,0.1,0.3,Flower Veil,Triage,Natural Cure,51.0,52.0,90.0,82.0,110.0,100.0,485.0,2 Sp. Def,60,50,170,Fast,Grass,,25,75.0,20,Ordinary,,,,,,,
765,Oranguru,智揮猩,,,,,7.0,Normal,Psychic,Sage Pokémon,1.5,76.0,Inner Focus,Telepathy,Symbiosis,90.0,60.0,80.0,90.0,110.0,60.0,490.0,2 Sp. Def,45,50,172,Slow,Field,,50,50.0,20,Ordinary,,,,,,,
766,Passimian,投擲猴,,,,,7.0,Fighting,,Teamwork Pokémon,2,82.8,Receiver,Defiant,,100.0,120.0,90.0,40.0,60.0,80.0,490.0,2 Attack,45,50,172,Slow,Field,,50,50.0,20,Ordinary,,,,,,,
767,Wimpod,膽小蟲,,,,,7.0,Bug,Water,Turn Tail Pokémon,0.5,12.0,Wimp Out,,,25.0,35.0,40.0,20.0,30.0,80.0,230.0,1 Speed,90,50,46,Medium Fast,Bug,Water 3,50,50.0,20,Ordinary,,,,,,,
768,Golisopod,具甲武者,,,,,7.0,Bug,Water,Hard Scale Pokémon,2,108.0,Emergency Exit,,,75.0,125.0,140.0,60.0,90.0,40.0,530.0,2 Defense,45,50,186,Medium Fast,Bug,Water 3,50,50.0,20,Ordinary,,,,,,,
769,Sandygast,沙丘娃,,,,,7.0,Ghost,Ground,Sand Heap Pokémon,0.5,70.0,Water Compaction,Sand Veil,,55.0,55.0,80.0,70.0,45.0,15.0,320.0,1 Defense,140,50,64,Medium Fast,Amorphous,,50,50.0,15,Ordinary,,,,,,,
770,Palossand,噬沙堡爺,,,,,7.0,Ghost,Ground,Sand Castle Pokémon,1.3,250.0,Water Compaction,Sand Veil,,85.0,75.0,110.0,100.0,75.0,35.0,480.0,2 Defense,60,50,168,Medium Fast,Amorphous,,50,50.0,15,Ordinary,,,,,,,
771,Pyukumuku,拳海參,,,,,7.0,Water,,Sea Cucumber Pokémon,0.3,1.2,Innards Out,Unaware,,55.0,60.0,130.0,30.0,130.0,5.0,410.0,2 Sp. Def,60,50,144,Fast,Water 1,,50,50.0,15,Ordinary,,,,,,,
772,Type: Null,屬性：空,,,,,7.0,Normal,,Synthetic Pokémon,1.9,120.5,Battle Armor,,,95.0,95.0,95.0,95.0,95.0,59.0,534.0,2 HP,3,0,107,Slow,Undiscovered,,,,120,Legendary,,,,,,,
773,Silvally,銀伴戰獸,,,,,7.0,Normal,,Synthetic Pokémon,2.3,100.5,RKS System,,,95.0,95.0,95.0,95.0,95.0,95.0,570.0,3 HP,3,0,257,Slow,Undiscovered,,,,120,Legendary,,,,,,,
774,Minior,小隕星,,,,,7.0,Rock,Flying,Meteor Pokémon,0.3,40.0,Shields Down,,,60.0,60.0,100.0,60.0,100.0,60.0,440.0,"1 Defense, 1 Sp. Def",30,50,154,Medium Slow,Mineral,,,,25,Ordinary,,,,,,,
775,Komala,樹枕尾熊,,,,,7.0,Normal,,Drowsing Pokémon,0.4,19.9,Comatose,,,65.0,115.0,65.0,75.0,95.0,65.0,480.0,2 Attack,45,50,168,Slow,Field,,50,50.0,20,Ordinary,,,,,,,
776,Turtonator,爆焰龜獸,,,,,7.0,Fire,Dragon,Blast Turtle Pokémon,2,212.0,Shell Armor,,,60.0,78.0,135.0,91.0,85.0,36.0,485.0,2 Defense,70,50,170,Medium Fast,Dragon,Monster,50,50.0,20,Ordinary,,,,,,,
777,Togedemaru,托戈德瑪爾,,,,,7.0,Electric,Steel,Roly-Poly Pokémon,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy,65.0,98.0,63.0,40.0,73.0,96.0,435.0,2 Attack,180,50,152,Medium Fast,Fairy,Field,50,50.0,10,Ordinary,,,,,,,
778,Mimikyu,謎擬Ｑ,,,,,7.0,Ghost,Fairy,Disguise Pokémon,0.2,0.7,Disguise,,,55.0,90.0,80.0,50.0,105.0,96.0,476.0,2 Sp. Def,45,50,167,Medium Fast,Amorphous,,50,50.0,20,Ordinary,,,,,,,
779,Bruxish,磨牙彩皮魚,,,,,7.0,Water,Psychic,Gnash Teeth Pokémon,0.9,19.0,Dazzling,Strong Jaw,Wonder Skin,68.0,105.0,70.0,70.0,70.0,92.0,475.0,2 Attack,80,50,166,Medium Fast,Water 2,,50,50.0,15,Ordinary,,,,,,,
780,Drampa,老翁龍,,,,,7.0,Normal,Dragon,Placid Pokémon,3,185.0,Berserk,Sap Sipper,Cloud Nine,78.0,60.0,85.0,135.0,91.0,36.0,485.0,2 Sp. Atk,70,50,170,Medium Fast,Dragon,Monster,50,50.0,20,Ordinary,,,,,,,
781,Dhelmise,破破舵輪,,,,,7.0,Ghost,Grass,Sea Creeper Pokémon,3.9,210.0,Steelworker,,,70.0,131.0,100.0,86.0,90.0,40.0,517.0,2 Attack,25,50,181,Medium Fast,Mineral,,,,25,Ordinary,,,,,,,
782,Jangmo-o,心鱗寶,,,,,7.0,Dragon,,Scaly Pokémon,0.6,29.7,Bulletproof,Soundproof,Overcoat,45.0,55.0,65.0,45.0,45.0,45.0,300.0,1 Defense,45,50,60,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
783,Hakamo-o,鱗甲龍,,,,,7.0,Dragon,Fighting,Scaly Pokémon,1.2,47.0,Bulletproof,Soundproof,Overcoat,55.0,75.0,90.0,65.0,70.0,65.0,420.0,2 Defense,45,50,147,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
784,Kommo-o,杖尾鱗甲龍,,,,,7.0,Dragon,Fighting,Scaly Pokémon,1.6,78.2,Bulletproof,Soundproof,Overcoat,75.0,110.0,125.0,100.0,105.0,85.0,600.0,3 Defense,45,50,270,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
785,Tapu Koko,卡璞・鳴鳴,,,,,7.0,Electric,Fairy,Land Spirit Pokémon,1.8,20.5,Electric Surge,Telepathy,,70.0,115.0,85.0,95.0,75.0,130.0,570.0,3 Speed,3,50,257,Slow,Undiscovered,,,,15,Legendary,,,,,,,
786,Tapu Lele,卡璞・蝶蝶,,,,,7.0,Psychic,Fairy,Land Spirit Pokémon,1.2,18.6,Psychic Surge,Telepathy,,70.0,85.0,75.0,130.0,115.0,95.0,570.0,3 Sp. Atk,3,50,257,Slow,Undiscovered,,,,15,Legendary,,,,,,,
787,Tapu Bulu,卡璞・哞哞	,,,,,7.0,Grass,Fairy,Land Spirit Pokémon,1.9,45.5,Grassy Surge,Telepathy,,70.0,130.0,115.0,85.0,95.0,75.0,570.0,3 Attack,3,50,257,Slow,Undiscovered,,,,15,Legendary,,,,,,,
788,Tapu Fini,卡璞・鰭鰭,,,,,7.0,Water,Fairy,Land Spirit Pokémon,1.3,21.2,Misty Surge,Telepathy,,70.0,75.0,115.0,95.0,130.0,85.0,570.0,3 Sp. Def,3,50,257,Slow,Undiscovered,,,,15,Legendary,,,,,,,
789,Cosmog,科斯莫古,,,,,7.0,Psychic,,Nebula Pokémon,0.2,0.1,Unaware,,,43.0,29.0,31.0,29.0,31.0,37.0,200.0,1 HP,45,0,40,Slow,Undiscovered,,,,120,Legendary,,,,,,,
790,Cosmoem,科斯莫姆,,,,,7.0,Psychic,,Protostar Pokémon,0.1,999.9,Sturdy,,,43.0,29.0,131.0,29.0,131.0,37.0,400.0,"1 Defense, 1 Sp. Def",45,0,140,Slow,Undiscovered,,,,120,Legendary,,,,,,,
791,Solgaleo,索爾迦雷歐,,,,,7.0,Psychic,Steel,Sunne Pokémon,3.4,230.0,Full Metal Body,,,137.0,137.0,107.0,113.0,89.0,97.0,680.0,3 Attack,45,0,306,Slow,Undiscovered,,,,120,Legendary,,,,,,,
792,Lunala,露奈雅拉,,,,,7.0,Psychic,Ghost,Moone Pokémon,4,120.0,Shadow Shield,,,137.0,113.0,89.0,137.0,107.0,97.0,680.0,3 Sp. Atk,45,0,306,Slow,Undiscovered,,,,120,Legendary,,,,,,,
793,Nihilego,虛吾伊德,,,,,7.0,Rock,Poison,Parasite Pokémon,1.2,55.5,Beast Boost,,,109.0,53.0,47.0,127.0,131.0,103.0,570.0,3 Sp. Def,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
794,Buzzwole,爆肌蚊,,,,,7.0,Bug,Fighting,Swollen Pokémon,2.4,333.6,Beast Boost,,,107.0,139.0,139.0,53.0,53.0,79.0,570.0,"1 Attack, 2 Defense",45,0,257,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
795,Pheromosa,費洛美螂,,,,,7.0,Bug,Fighting,Lissome Pokémon,1.8,25.0,Beast Boost,,,71.0,137.0,37.0,137.0,37.0,151.0,570.0,3 Speed,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
796,Xurkitree,電束木,,,,,7.0,Electric,,Glowing Pokémon,3.8,100.0,Beast Boost,,,83.0,89.0,71.0,173.0,71.0,83.0,570.0,3 Sp. Atk,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
797,Celesteela,鐵火輝夜,,,,,7.0,Steel,Flying,Launch Pokémon,9.2,999.9,Beast Boost,,,97.0,101.0,103.0,107.0,101.0,61.0,570.0,"1 Attack, 1 Defense, 1 Sp. Atk",45,0,257,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
798,Kartana,紙御劍,,,,,7.0,Grass,Steel,Drawn Sword Pokémon,0.3,0.1,Beast Boost,,,59.0,181.0,131.0,59.0,31.0,109.0,570.0,3 Attack,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
799,Guzzlord,惡食大王,,,,,7.0,Dark,Dragon,Junkivore Pokémon,5.5,888.0,Beast Boost,,,223.0,101.0,53.0,97.0,53.0,43.0,570.0,3 HP,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
800,Necrozma,奈克洛茲瑪,,,,,7.0,Psychic,,Prism Pokémon,2.4,230.0,Prism Armor,,,97.0,107.0,101.0,127.0,89.0,79.0,600.0,"1 Attack, 2 Sp. Atk",255,0,270,Slow,Undiscovered,,,,120,Legendary,,,,,,,
801,Magearna,瑪機雅娜,,,,,7.0,Steel,Fairy,Artificial Pokémon,1,80.5,Soul-Heart,,,80.0,95.0,115.0,130.0,115.0,65.0,600.0,3 Sp. Atk,3,0,300,Slow,Undiscovered,,,,120,Mythical,,,,,,,
802,Marshadow,瑪夏多,,,,,7.0,Fighting,Ghost,Gloomdweller Pokémon,0.7,22.2,Technician,,,90.0,125.0,80.0,90.0,90.0,125.0,600.0,"2 Attack, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical,,,,,,,
803,Poipole,毒貝比,,,,,7.0,Poison,,Poison Pin Pokémon,0.6,1.8,Beast Boost,,,67.0,73.0,67.0,73.0,67.0,73.0,420.0,1 Speed,45,0,189,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
804,Naganadel,四顎針龍,,,,,7.0,Poison,Dragon,Poison Pin Pokémon,3.6,150.0,Beast Boost,,,73.0,73.0,73.0,127.0,73.0,121.0,540.0,3 Sp. Atk,45,0,243,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
805,Stakataka,壘磊石,,,,,7.0,Rock,Steel,Rampart Pokémon,5.5,820.0,Beast Boost,,,61.0,131.0,211.0,53.0,101.0,13.0,570.0,3 Defense,30,0,257,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
806,Blacephalon,砰頭小丑,,,,,7.0,Fire,Ghost,Fireworks Pokémon,1.8,13.0,Beast Boost,,,53.0,127.0,53.0,151.0,79.0,107.0,570.0,3 Sp. Atk,30,0,257,Slow,Undiscovered,,,,120,Ultra Beast,,,,,,,
807,Zeraora,捷拉奧拉,,,,,7.0,Electric,,Thunderclap Pokémon,1.5,44.5,Volt Absorb,,,88.0,112.0,75.0,102.0,80.0,143.0,600.0,3 Speed,3,0,270,Slow,Undiscovered,,,,120,Mythical,,,,,,,
808,Meltan,美錄坦,,,,,7.0,Steel,,Hex Nut Pokémon,0.2,8.0,Magnet Pull,,,46.0,65.0,65.0,55.0,35.0,34.0,300.0,1 Attack,3,0,150,Slow,Undiscovered,,,,120,Mythical,,,,,,,
809,Melmetal,美錄梅塔,,,,,7.0,Steel,,Hex Nut Pokémon,2.5,800.0,Iron Fist,,,135.0,143.0,143.0,80.0,65.0,34.0,600.0,3 Attack,3,0,300,Slow,Undiscovered,,,,120,Mythical,,,,,,,
810,Grookey,敲音猴,,,,,8.0,Grass,,Chimp Pokémon,0.3,5.0,Overgrow,Grassy Surge,,50.0,65.0,50.0,40.0,40.0,65.0,310.0,1 Attack,45,50,62,Medium Slow,Field,Grass,87.5,12.5,20,Ordinary,,,,,,,
811,Thwackey,啪咚猴,,,,,8.0,Grass,,Beat Pokémon,0.7,14.0,Overgrow,Grassy Surge,,70.0,85.0,70.0,55.0,60.0,80.0,420.0,2 Attack,45,50,147,Medium Slow,Field,Grass,87.5,12.5,20,Ordinary,,,,,,,
812,Rillaboom,轟擂金剛猩,,,,,8.0,Grass,,Drummer Pokémon,2.1,90.0,Overgrow,Grassy Surge,,100.0,125.0,90.0,60.0,70.0,85.0,530.0,3 Attack,45,50,265,Medium Slow,Field,Grass,87.5,12.5,20,Ordinary,,,,,,,
813,Scorbunny,炎兔兒,,,,,8.0,Fire,,Rabbit Pokémon,0.3,4.5,Blaze,Libero,,50.0,71.0,40.0,40.0,40.0,69.0,310.0,1 Speed,45,50,62,Medium Slow,Field,Human-Like,87.5,12.5,20,Ordinary,,,,,,,
814,Raboot,騰蹴小將,,,,,8.0,Fire,,Rabbit Pokémon,0.6,9.0,Blaze,Libero,,65.0,86.0,60.0,55.0,60.0,94.0,420.0,2 Speed,45,50,147,Medium Slow,Field,Human-Like,87.5,12.5,20,Ordinary,,,,,,,
815,Cinderace,閃焰王牌,,,,,8.0,Fire,,Striker Pokémon,1.4,33.0,Blaze,Libero,,80.0,116.0,75.0,65.0,75.0,119.0,530.0,3 Speed,45,50,265,Medium Slow,Field,Human-Like,87.5,12.5,20,Ordinary,,,,,,,
816,Sobble,淚眼蜥,,,,,8.0,Water,,Water Lizard Pokémon,0.3,4.0,Torrent,Sniper,,50.0,40.0,40.0,70.0,40.0,70.0,310.0,"1 Sp. Def, 1 Speed",45,50,62,Medium Slow,Field,Water 1,87.5,12.5,20,Ordinary,,,,,,,
817,Drizzile,變澀蜥,,,,,8.0,Water,,Water lizard Pokémon,0.7,11.5,Torrent,Sniper,,65.0,60.0,55.0,95.0,55.0,90.0,420.0,2 Sp. Atk,45,50,147,Medium Slow,Field,Water 1,87.5,12.5,20,Ordinary,,,,,,,
818,Inteleon,千面避役,,,,,8.0,Water,,Secret Agent Pokémon,1.9,45.2,Torrent,Sniper,,70.0,85.0,65.0,125.0,65.0,120.0,530.0,3 Speed,45,50,265,Medium Slow,Field,Water 1,87.5,12.5,20,Ordinary,,,,,,,
819,Skwovet,貪心栗鼠,,,,,8.0,Normal,,Cheeky Pokémon,0.3,2.5,Cheek Pouch,Gluttony,,70.0,55.0,55.0,35.0,35.0,25.0,275.0,1 HP,255,50,55,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
820,Greedent,藏飽栗鼠,,,,,8.0,Normal,,Greedy Pokémon,0.6,6.0,Cheek Pouch,Gluttony,,120.0,95.0,95.0,55.0,75.0,20.0,460.0,2 HP,90,50,161,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
821,Rookidee,稚山雀,,,,,8.0,Flying,,Tiny Bird Pokémon,0.2,1.8,Keen Eye,Unnerve,Big Pecks,38.0,47.0,35.0,33.0,35.0,57.0,245.0,1 Speed,255,50,49,Medium Slow,Flying,,50,50.0,15,Ordinary,,,,,,,
822,Corvisquire,藍鴉,,,,,8.0,Flying,,Raven Pokémon,0.8,16.0,Keen Eye,Unnerve,Big Pecks,68.0,67.0,55.0,43.0,55.0,77.0,365.0,2 Speed,120,50,128,Medium Slow,Flying,,50,50.0,15,Ordinary,,,,,,,
823,Corviknight,鋼鎧鴉,,,,,8.0,Flying,Steel,Raven Pokémon,2.2,75.0,Pressure,Unnerve,Mirror Armor,98.0,87.0,105.0,53.0,85.0,67.0,495.0,3 Defense,45,50,248,Medium Slow,Flying,,50,50.0,15,Ordinary,,,,,,,
824,Blipbug,索偵蟲,,,,,8.0,Bug,,Larva Pokémon,0.4,8.0,Swarm,Compound Eyes,Telepathy,25.0,20.0,20.0,25.0,45.0,45.0,180.0,1 Sp. Def,255,50,36,Medium Fast,Bug,,50,50.0,15,Ordinary,,,,,,,
825,Dottler,天罩蟲,,,,,8.0,Bug,Psychic,Radome Pokémon,0.4,19.5,Swarm,Compound Eyes,Telepathy,50.0,35.0,80.0,50.0,90.0,30.0,335.0,2 Sp. Def,120,50,117,Medium Fast,Bug,,50,50.0,15,Ordinary,,,,,,,
826,Orbeetle,以歐路普,,,,,8.0,Bug,Psychic,Seven Spot Pokémon,0.4,40.8,Swarm,Frisk,Telepathy,60.0,45.0,110.0,80.0,120.0,90.0,505.0,3 Sp. Def,45,50,253,Medium Fast,Bug,,50,50.0,15,Ordinary,,,,,,,
827,Nickit,偷兒狐,,,,,8.0,Dark,,Fox Pokémon,0.6,8.9,Run Away,Unburden,Stakeout,40.0,28.0,28.0,47.0,52.0,50.0,245.0,1 Sp. Def,255,50,49,Fast,Field,,50,50.0,15,Ordinary,,,,,,,
828,Thievul,狐大盜,,,,,8.0,Dark,,Fox Pokémon,1.2,19.9,Run Away,Unburden,Stakeout,70.0,58.0,58.0,87.0,92.0,90.0,455.0,2 Sp. Def,127,50,159,Fast,Field,,50,50.0,15,Ordinary,,,,,,,
829,Gossifleur,幼棉棉,,,,,8.0,Grass,,Flowering Pokémon,0.4,2.2,Cotton Down,Regenerator,Effect Spore,40.0,40.0,60.0,40.0,60.0,10.0,250.0,1 Sp. Def,190,50,50,Medium Fast,Grass,,50,50.0,20,Ordinary,,,,,,,
830,Eldegoss,白蓬蓬,,,,,8.0,Grass,,Cotton Bloom Pokémon,0.5,2.5,Cotton Down,Regenerator,Effect Spore,60.0,50.0,90.0,80.0,120.0,60.0,460.0,2 Sp. Def,75,50,161,Medium Fast,Grass,,50,50.0,20,Ordinary,,,,,,,
831,Wooloo,毛辮羊,,,,,8.0,Normal,,Sheep Pokémon,0.6,6.0,Fluffy,Run Away,Bulletproof,42.0,40.0,55.0,40.0,45.0,48.0,270.0,1 Defense,255,50,122,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
832,Dubwool,毛毛角羊,,,,,8.0,Normal,,Sheep Pokémon,1.3,43.0,Fluffy,Steadfast,Bulletproof,72.0,80.0,100.0,60.0,90.0,88.0,490.0,2 Defense,127,50,172,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
833,Chewtle,咬咬龜,,,,,8.0,Water,,Snapping Pokémon,0.3,8.5,Strong Jaw,Shell Armor,Swift Swim,50.0,64.0,50.0,38.0,38.0,44.0,284.0,1 Attack,255,50,57,Medium Fast,Monster,Water 1,50,50.0,20,Ordinary,,,,,,,
834,Drednaw,暴噬龜,,,,,8.0,Water,Rock,Bite Pokémon,1,115.5,Strong Jaw,Shell Armor,Swift Swim,90.0,115.0,90.0,48.0,68.0,74.0,485.0,2 Attack,75,50,170,Medium Fast,Monster,Water 1,50,50.0,20,Ordinary,,,,,,,
835,Yamper,來電汪,,,,,8.0,Electric,,Puppy Pokémon,0.3,13.5,Ball Fetch,Rattled,,59.0,45.0,50.0,40.0,50.0,26.0,270.0,1 HP,255,50,54,Fast,Field,,50,50.0,20,Ordinary,,,,,,,
836,Boltund,逐電犬,,,,,8.0,Electric,,Dog Pokémon,1,34.0,Strong Jaw,Competitive,,69.0,90.0,60.0,90.0,60.0,121.0,490.0,2 Speed,45,50,172,Fast,Field,,50,50.0,20,Ordinary,,,,,,,
837,Rolycoly,小炭仔,,,,,8.0,Rock,,Coal Pokémon,0.3,12.0,Steam Engine,Heatproof,Flash Fire,30.0,40.0,50.0,40.0,50.0,30.0,240.0,1 Defense,255,50,48,Medium Slow,Mineral,,50,50.0,15,Ordinary,,,,,,,
838,Carkol,大炭車,,,,,8.0,Rock,Fire,Coal Pokémon,1.1,78.0,Steam Engine,Flame Body,Flash Fire,80.0,60.0,90.0,60.0,70.0,50.0,410.0,2 Defense,120,50,144,Medium Slow,Mineral,,50,50.0,15,Ordinary,,,,,,,
839,Coalossal,巨炭山,,,,,8.0,Rock,Fire,Coal Pokémon,2.8,310.5,Steam Engine,Flame Body,Flash Fire,110.0,80.0,120.0,80.0,90.0,30.0,510.0,3 Defense,45,50,255,Medium Slow,Mineral,,50,50.0,15,Ordinary,,,,,,,
840,Applin,啃果蟲,,,,,8.0,Grass,Dragon,Apple Core Pokémon,0.2,0.5,Ripen,Gluttony,Bulletproof,40.0,40.0,80.0,40.0,40.0,20.0,260.0,1 Defense,255,50,52,Erratic,Dragon,Grass,50,50.0,20,Ordinary,,,,,,,
841,Flapple,蘋裹龍,,,,,8.0,Grass,Dragon,Apple Wing Pokémon,0.3,1.0,Ripen,Gluttony,Hustle,70.0,110.0,80.0,95.0,60.0,70.0,485.0,2 Attack,45,50,170,Erratic,Dragon,Grass,50,50.0,20,Ordinary,,,,,,,
842,Appletun,豐蜜龍,,,,,8.0,Grass,Dragon,Apple Nectar Pokémon,0.4,13.0,Ripen,Gluttony,Thick Fat,110.0,85.0,80.0,100.0,80.0,30.0,485.0,2 HP,45,50,170,Erratic,Dragon,Grass,50,50.0,20,Ordinary,,,,,,,
843,Silicobra,沙包蛇,,,,,8.0,Ground,,Sand Snake Pokémon,2.2,7.6,Sand Spit,Shed Skin,Sand Veil,52.0,57.0,75.0,35.0,50.0,46.0,315.0,1 Defense,255,50,63,Medium Fast,Dragon,Field,50,50.0,20,Ordinary,,,,,,,
844,Sandaconda,沙螺蟒,,,,,8.0,Ground,,Sand Snake Pokémon,3.8,65.5,Sand Spit,Shed Skin,Sand Veil,72.0,107.0,125.0,65.0,70.0,71.0,510.0,2 Defense,120,50,179,Medium Fast,Dragon,Field,50,50.0,20,Ordinary,,,,,,,
845,Cramorant,古月鳥,,,,,8.0,Flying,Water,Gulp Pokémon,0.8,18.0,Gulp Missile,,,70.0,85.0,55.0,85.0,95.0,85.0,475.0,2 Sp. Def,45,50,166,Medium Fast,Flying,Water 1,50,50.0,20,Ordinary,,,,,,,
846,Arrokuda,刺梭魚,,,,,8.0,Water,,Rush Pokémon,0.5,1.0,Swift Swim,Propeller Tail,,41.0,63.0,40.0,40.0,30.0,66.0,280.0,1 Speed,255,50,56,Slow,Water 2,,50,50.0,20,Ordinary,,,,,,,
847,Barraskewda,戽斗尖梭,,,,,8.0,Water,,Skewer Pokémon,1.3,30.0,Swift Swim,Propeller Tail,,61.0,123.0,60.0,60.0,50.0,136.0,490.0,2 Speed,60,50,172,Slow,Water 2,,50,50.0,20,Ordinary,,,,,,,
848,Toxel,毒電嬰,,,,,8.0,Electric,Poison,Baby Pokémon,0.4,11.0,Rattled,Static,Klutz,40.0,38.0,35.0,54.0,35.0,40.0,242.0,1 Sp. Atk,75,50,48,Medium Slow,Undiscovered,,50,50.0,25,Baby Pokemon,,,,,,,
849,Toxtricity,顫弦蠑螈,,,,,8.0,Electric,Poison,Punk Pokémon,1.6,40.0,Punk Rock,Plus,Technician,75.0,98.0,70.0,114.0,70.0,75.0,502.0,2 Sp. Atk,45,50,176,Medium Slow,Human-Like,,50,50.0,25,Ordinary,,"amped,low_key","高調的樣子,低調的樣子",,yes,,兩種型態
850,Sizzlipede,燒火蚣,,,,,8.0,Fire,Bug,Radiator Pokémon,0.7,1.0,Flash Fire,White Smoke,Flame Body,50.0,65.0,45.0,50.0,50.0,45.0,305.0,1 Attack,190,50,61,Medium Fast,Bug,,50,50.0,20,Ordinary,,,,,,,
851,Centiskorch,焚焰蚣,,,,,8.0,Fire,Bug,Radiator Pokémon,3,120.0,Flash Fire,White Smoke,Flame Body,100.0,115.0,65.0,90.0,90.0,65.0,525.0,2 Attack,75,50,184,Medium Fast,Bug,,50,50.0,20,Ordinary,,,,,,,
852,Clobbopus,拳拳蛸,,,,,8.0,Fighting,,Tantrum Pokémon,0.6,4.0,Limber,Technician,,50.0,68.0,60.0,50.0,50.0,32.0,310.0,1 Attack,180,50,62,Medium Slow,Human-Like,Water 1,50,50.0,25,Ordinary,,,,,,,
853,Grapploct,八爪武師,,,,,8.0,Fighting,,Tantrum Pokémon,1.6,39.0,Limber,Technician,,80.0,118.0,90.0,70.0,80.0,42.0,480.0,2 Attack,45,50,168,Medium Slow,Human-Like,Water 1,50,50.0,25,Ordinary,,,,,,,
854,Sinistea,來悲茶,,,,,8.0,Ghost,,Black Tea Pokémon,0.1,0.2,Weak Armor,Cursed Body,,40.0,45.0,45.0,74.0,54.0,50.0,308.0,1 Sp. Atk,120,50,62,Medium Fast,Amorphous,Mineral,,,20,Ordinary,,,,,,,
